pid,exclude,related_html,related_ids,label,object_type,genre,tags,realdate,height_cm,width_cm,diameter_cm,plate_dimensions,support,drawing_medium,signature,signature_location,support_marks,further_inscription,collaborators,collaborator_notes,collectors_patrons,print_type,print_notes,printmaker,publisher,states,our_attribution,other_attribution_authorities,ertz_1979,ertz_2008,bailey_walker,hollstein_no,collection_type,location_country,location_city,location_collection,location_or_most_recent_sale_notes,provenance,bibliography,exhibition_history,related_works,copies_and_variants,curatorial_files,external_resources,biblio,order,layout,collection,thumbnail,full
18529,"Man on Egg (London, British Museum)",,,"Man on Egg (London, British Museum)",Painting,,,,17.6,17.9,,,,,,,,,,,,,,,,,,,,,,,Public,England,London,National Gallery,"cat. V (Popham), 1932, blz. 146, nr. 9",,,,,,,,,1566,brueghel_item,brueghel,img/derivatives/simple/18529/thumbnail.jpg,img/derivatives/simple/18529/full.jpg
18530,"Visit to the Farmers (Paris, Fondation Custodia)",,,"Visit to the Farmers (Paris, Fondation Custodia)",Painting,"Urban, Common and Peasant Life",Farming House Burghers Children Peasants Interior_Scene Labor Household_items,,28.5,42.7,,,Panel,,,,,,,,,,,,,,,,,,,,Public,France,Paris,Fondation Custodia (Collection Frits Lugt),4312,,,,,,,,,1567,brueghel_item,brueghel,img/derivatives/simple/18530/thumbnail.jpg,img/derivatives/simple/18530/full.jpg
18531,"Visit to the Farmers (New York, Sotheby's)",,,"Visit to the Farmers (New York, Sotheby&apos;s)",Painting,"Urban, Common and Peasant Life",Farming House Burghers Children Peasants Interior_Scene Labor Household_items,,44.5,57.2,,,Panel,,P. BREVGHEL,lower left,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1568,brueghel_item,brueghel,img/derivatives/simple/18531/thumbnail.jpg,img/derivatives/simple/18531/full.jpg
18532,Visit to the Farmers (Bergues),,,Visit to the Farmers (Bergues),Painting,"Urban, Common and Peasant Life",Farming House Burghers Children Peasants Interior_Scene Labor Household_items,,,,,,,,,,,,,,,,,,,,,,,,,,Public,France,Bergues,Museum of the Mont-de-Piété,"cat. 1923, no. 22",,,,,,,,,1569,brueghel_item,brueghel,img/derivatives/simple/18532/thumbnail.jpg,img/derivatives/simple/18532/full.jpg
18533,"Visit to the Farmers (Brussels, Goidsenhoven)",,,"Visit to the Farmers (Brussels, Goidsenhoven)",Painting,"Urban, Common and Peasant Life",Farming House Burghers Children Peasants Interior_Scene Labor Household_items,,43,60,,,,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1570,brueghel_item,brueghel,img/derivatives/simple/18533/thumbnail.jpg,img/derivatives/simple/18533/full.jpg
18534,"Visit to the Farmers (Paris, Drouot)",,,"Visit to the Farmers (Paris, Drouot)",Painting,"Urban, Common and Peasant Life",Farming House Burghers Children Peasants Interior_Scene Labor Household_items,ca. 1608,51,65,,,,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1571,brueghel_item,brueghel,img/derivatives/simple/18534/thumbnail.jpg,img/derivatives/simple/18534/full.jpg
18535,"Visit to the Farmers (London, Old Masters Galleries)",,,"Visit to the Farmers (London, Old Masters Galleries)",Painting,"Urban, Common and Peasant Life",Farming House Burghers Children Peasants Interior_Scene Labor Household_items,ca. 1609,51.4,66.6,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,"London, Old Master Galleries",,,,,,,,,1572,brueghel_item,brueghel,img/derivatives/simple/18535/thumbnail.jpg,img/derivatives/simple/18535/full.jpg
18536,"Visit to the Farmers (London Christie's, 1974)",,,"Visit to the Farmers (London Christie&apos;s, 1974)",Painting,"Urban, Common and Peasant Life",Farming House Burghers Children Peasants Interior_Scene Labor Household_items,,43.2,58.4,,,Panel,,P. BREVGHEL,lower left,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,"G. Marlier, P. Brueghel II, 1969, blz. 260, nr. 16",,,,,,,1573,brueghel_item,brueghel,img/derivatives/simple/18536/thumbnail.jpg,img/derivatives/simple/18536/full.jpg
18537,Visit to the Farmers (Copenhagen),,,Visit to the Farmers (Copenhagen),Painting,"Urban, Common and Peasant Life",Farming House Burghers Children Peasants Interior_Scene Labor Household_items,,50,65,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,"Copenhagen, Mrs. Ingeberg Heest",,,,,,,,,1574,brueghel_item,brueghel,img/derivatives/simple/18537/thumbnail.jpg,img/derivatives/simple/18537/full.jpg
18538,"Visit to the Farmers (Monaco, Sotheby's)",,,"Visit to the Farmers (Monaco, Sotheby&apos;s)",Painting,"Urban, Common and Peasant Life",Farming House Burghers Children Peasants Interior_Scene Labor Household_items,,36.5,55,,,Panel,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1575,brueghel_item,brueghel,img/derivatives/simple/18538/thumbnail.jpg,img/derivatives/simple/18538/full.jpg
18539,"Visit to the Farmers (Brussels, Finch)",,,"Visit to the Farmers (Brussels, Finch)",Painting,"Urban, Common and Peasant Life",Farming House Burghers Children Peasants Interior_Scene Labor Household_items,ca. 1620,40,57,,,Panel,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1576,brueghel_item,brueghel,img/derivatives/simple/18539/thumbnail.jpg,img/derivatives/simple/18539/full.jpg
18540,"Visit to the Farmers (Amsterdam, de Boer)",,,"Visit to the Farmers (Amsterdam, de Boer)",Painting,"Urban, Common and Peasant Life",Farming House Burghers Children Peasants Interior_Scene Labor Household_items,ca. 1625,36,56,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,"Friedlander 1930, no. 62. pl XXXVII ; Marlier, 1969, p. 260, nos. 10 & 11",,,,,,,1577,brueghel_item,brueghel,img/derivatives/simple/18540/thumbnail.jpg,img/derivatives/simple/18540/full.jpg
18541,"Visit to the Farmers (Vienna, Baschstitz)",,,"Visit to the Farmers (Vienna, Baschstitz)",Painting,"Urban, Common and Peasant Life",Farming House Burghers Children Peasants Interior_Scene Labor Household_items,,42,58.5,,,Panel,,,,stamped with the coat-of-arms of the City of Antwerp,,,,,,,,,,,,,,,,Private,,,,"Vienna, Stefan von Auspitz with W. Baschstitz, cat. 1934, inv. no. V/878.",,,,,,,,,1578,brueghel_item,brueghel,img/derivatives/simple/18541/thumbnail.jpg,img/derivatives/simple/18541/full.jpg
18542,"Visit to the Farmers (London, Christie's, 1995)",,,"Visit to the Farmers (London, Christie&apos;s, 1995)",Painting,"Urban, Common and Peasant Life",Farming House Burghers Children Peasants Interior_Scene Labor Household_items,,41,57.2,,,Panel,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1579,brueghel_item,brueghel,img/derivatives/simple/18542/thumbnail.jpg,img/derivatives/simple/18542/full.jpg
18543,"Procession of the Groom (Munich, 1937)",,,"Procession of the Groom (Munich, 1937)",Painting,"Urban, Common and Peasant Life",Wedding Church Village Burghers Peasants Musical_instruments,,27,37,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1580,brueghel_item,brueghel,img/derivatives/simple/18543/thumbnail.jpg,img/derivatives/simple/18543/full.jpg
18544,Procession of Groom (Kansas City),,,Procession of Groom (Kansas City),Painting,"Urban, Common and Peasant Life",Wedding Church Village Burghers Peasants Musical_instruments,,39.3,25.4,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,"Kansas City, USA, Collection of William Rockill Nelson",,,,,,,,,1581,brueghel_item,brueghel,img/derivatives/simple/18544/thumbnail.jpg,img/derivatives/simple/18544/full.jpg
18545,"Procession of the Groom (pendant) (Zurich, 2001)",,,"Procession of the Groom (pendant) (Zurich, 2001)",Painting,"Urban, Common and Peasant Life",Wedding Church Village Burghers Peasants Musical_instruments,,28,41,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1582,brueghel_item,brueghel,img/derivatives/simple/18545/thumbnail.jpg,img/derivatives/simple/18545/full.jpg
18546,"Procession of Bridegroom (Sotheby's, New York, 1990)",,,"Procession of Bridegroom (Sotheby&apos;s, New York, 1990)",Painting,"Urban, Common and Peasant Life",Wedding Church Village Burghers Peasants Musical_instruments,,28.5,39,,,Panel,,,lower left,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,"George Marlier, Pierre Breughel le Jeune, 1969, p. 344.",,,,,,,1583,brueghel_item,brueghel,img/derivatives/simple/18546/thumbnail.jpg,img/derivatives/simple/18546/full.jpg
18547,"Procession of the Bride (pendant) (Zurich, 2001)",,,"Procession of the Bride (pendant) (Zurich, 2001)",Painting,"Urban, Common and Peasant Life",Wedding Church Village Burghers Children Peasants Musical_instruments,,28,41,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1584,brueghel_item,brueghel,img/derivatives/simple/18547/thumbnail.jpg,img/derivatives/simple/18547/full.jpg
18548,"Procession of the Bride (Brussels, 1935)",,,"Procession of the Bride (Brussels, 1935)",Painting,"Urban, Common and Peasant Life",Wedding Dog Church Village Burghers Children Peasants Musical_instruments,,42,76,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1585,brueghel_item,brueghel,img/derivatives/simple/18548/thumbnail.jpg,img/derivatives/simple/18548/full.jpg
18549,"Procession of the Bride (Bohler, Munich, 1937)",,,"Procession of the Bride (Bohler, Munich, 1937)",Painting,"Urban, Common and Peasant Life",Wedding Church Village Burghers Children Peasants Musical_instruments,,27,37,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1586,brueghel_item,brueghel,,img/derivatives/simple/18549/full.jpg
18550,"A Bridal Procession (Christie's, London, 1935)",,,"A Bridal Procession (Christie&apos;s, London, 1935)",Painting,"Urban, Common and Peasant Life",Wedding Church Village Burghers Children Peasants Musical_instruments,ca. 1630,70,122,,,Panel,,,,,Signed and Dated 1630,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,"England, Collection of Mrs. Geoffrey Hart",,"Catalog Van Eyck to Brueghel, Paris, 1935.",,,,,,,1587,brueghel_item,brueghel,img/derivatives/simple/18550/thumbnail.jpg,img/derivatives/simple/18550/full.jpg
18551,"Wedding Procession (Sotheby's, New York, 1986)",,,"Wedding Procession (Sotheby&apos;s, New York, 1986)",Painting,"Urban, Common and Peasant Life",Wedding Church Village Burghers Children Peasants Musical_instruments,,141,281,,,Canvas,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,"George Marlier, Pieter Le Jeune, 1969, blz. 173, no. 10.",,,,,,,1588,brueghel_item,brueghel,img/derivatives/simple/18551/thumbnail.jpg,img/derivatives/simple/18551/full.jpg
18552,A Bridal Procession (Brussels),,,A Bridal Procession (Brussels),Painting,"Urban, Common and Peasant Life",Wedding Dog Church Village Burghers Children Peasants Musical_instruments,,61.5,114.5,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II ?,,,,,Public,Belgium,Brussels,Musée de la Ville de Bruxelles,Broodhuis,,,,,,,,,1589,brueghel_item,brueghel,img/derivatives/simple/18552/thumbnail.jpg,img/derivatives/simple/18552/full.jpg
18553,"Landscape with Windmill and Bridal Procession (Christie's, London, 1999)",,,"Landscape with Windmill and Bridal Procession (Christie&apos;s, London, 1999)",Painting,"Urban, Common and Peasant Life",Wedding Dog Church Village Burghers Children Peasants Musical_instruments,,75,120.7,,,Panel,,"""P. BREVGHEL 1627""",bottom right,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1590,brueghel_item,brueghel,img/derivatives/simple/18553/thumbnail.jpg,img/derivatives/simple/18553/full.jpg
18554,"A Bridal Procession (Private collection, Northwick Park)",,,"A Bridal Procession (Private collection, Northwick Park)",Painting,"Urban, Common and Peasant Life",Wedding Dog Church Village Burghers Children Peasants Musical_instruments,,61,114.3,,,Panel,,"""Signed with a Horse's skull""",,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,"Northwich Park, Worcestershire, no. 12",,"Northwick Catalog, 1864, no. 93;  Arundel Club Portfolio, 1912 (12); Borenius, Northwick Pictures, 1921, no. 114; Gluck, Brueghel, no. 25.",,,,,,,1591,brueghel_item,brueghel,img/derivatives/simple/18554/thumbnail.jpg,img/derivatives/simple/18554/full.jpg
18555,A Bridal Feast (Unknown),,,A Bridal Feast (Unknown),Painting,"Urban, Common and Peasant Life",Wedding Dog Church Village Burghers Children Peasants Musical_instruments,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1592,brueghel_item,brueghel,img/derivatives/simple/18555/thumbnail.jpg,img/derivatives/simple/18555/full.jpg
18556,A Bridal Procession (unknown),,,A Bridal Procession (unknown),Painting,"Urban, Common and Peasant Life",Wedding Dog Church Village Burghers Children Peasants Musical_instruments,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1593,brueghel_item,brueghel,img/derivatives/simple/18556/thumbnail.jpg,img/derivatives/simple/18556/full.jpg
18557,"A Bridal Procession (Dorotheum, Vienna, 2004)",,,"A Bridal Procession (Dorotheum, Vienna, 2004)",Painting,"Urban, Common and Peasant Life",Wedding Dog Church Village Burghers Children Peasants Musical_instruments,,85,136,,,,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1594,brueghel_item,brueghel,img/derivatives/simple/18557/thumbnail.jpg,img/derivatives/simple/18557/full.jpg
18558,A Bridal Procession (Antwerp),,,A Bridal Procession (Antwerp),Painting,"Urban, Common and Peasant Life",Wedding Dog Church Village Burghers Children Peasants Musical_instruments,,69.5,115.8,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Public,Belgium,Antwerp,Koninklijk Museum voor Schone Kunsten,"cat. 1920, no. 807",,,,,,,,,1595,brueghel_item,brueghel,img/derivatives/simple/18558/thumbnail.jpg,img/derivatives/simple/18558/full.jpg
18559,A Bridal Procession (Paris),,,A Bridal Procession (Paris),Painting,"Urban, Common and Peasant Life",Wedding Dog Church Village Burghers Children Peasants Musical_instruments,ca. 1623,67,121,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,"Paris, Bacri Collection",,,,,,,,,1596,brueghel_item,brueghel,img/derivatives/simple/18559/thumbnail.jpg,img/derivatives/simple/18559/full.jpg
18560,"Peasant Wedding Procession (Sotheby's, London, 1973)",,,"Peasant Wedding Procession (Sotheby&apos;s, London, 1973)",Painting,"Urban, Common and Peasant Life",Wedding Dog Church Village Burghers Children Peasants Musical_instruments,,74,124,,,,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1597,brueghel_item,brueghel,img/derivatives/simple/18560/thumbnail.jpg,img/derivatives/simple/18560/full.jpg
18561,"The Wedding Procession (Sotheby, Monaco, 1989)",,,"The Wedding Procession (Sotheby, Monaco, 1989)",Painting,"Urban, Common and Peasant Life",Wedding Dog Church Village Burghers Children Peasants Musical_instruments,,72.5,118,,,Panel transferred to canvas,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1598,brueghel_item,brueghel,img/derivatives/simple/18561/thumbnail.jpg,img/derivatives/simple/18561/full.jpg
18562,"Wedding Procession with Windmill (Dorotheum, Vienna, 2000)",,,"Wedding Procession with Windmill (Dorotheum, Vienna, 2000)",Painting,"Urban, Common and Peasant Life",Wedding Dog Church Village Burghers Children Peasants Musical_instruments,,72,118,,,,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1599,brueghel_item,brueghel,img/derivatives/simple/18562/thumbnail.jpg,img/derivatives/simple/18562/full.jpg
18563,"The Wedding Procession (Christie's, London,1965)",,,"The Wedding Procession (Christie&apos;s, London,1965)",Painting,"Urban, Common and Peasant Life",Wedding Dog Church Village Burghers Children Peasants Musical_instruments,,,,,,,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1600,brueghel_item,brueghel,img/derivatives/simple/18563/thumbnail.jpg,img/derivatives/simple/18563/full.jpg
18564,"The Bridal Procession (Christie's, London, 2000)",,,"The Bridal Procession (Christie&apos;s, London, 2000)",Painting,"Urban, Common and Peasant Life",Wedding Church Village Burghers Children Peasants Musical_instruments,,28,41,,,,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1601,brueghel_item,brueghel,img/derivatives/simple/18564/thumbnail.jpg,img/derivatives/simple/18564/full.jpg
18565,"The Bridegroom's Procession (Christie's, London,2000)",,,"The Bridegroom&apos;s Procession (Christie&apos;s, London,2000)",Painting,"Urban, Common and Peasant Life",Wedding Church Village Burghers Peasants Musical_instruments,,28,41,,,Panel,,,,,,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1602,brueghel_item,brueghel,img/derivatives/simple/18565/thumbnail.jpg,img/derivatives/simple/18565/full.jpg
18566,"The Bridegroom's Procession (Sotheby's, London, 1983)",,,"The Bridegroom&apos;s Procession (Sotheby&apos;s, London, 1983)",Painting,"Urban, Common and Peasant Life",Wedding Church Village Burghers Peasants Musical_instruments,,26.5,37.5,,,,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1603,brueghel_item,brueghel,img/derivatives/simple/18566/thumbnail.jpg,img/derivatives/simple/18566/full.jpg
18567,"Procession of the Bride (Sotheby's, New York, 1990)",,,"Procession of the Bride (Sotheby&apos;s, New York, 1990)",Painting,"Urban, Common and Peasant Life",Wedding Church Village Burghers Children Peasants Musical_instruments,,26.5,39.5,,,Panel,,,lower left,,,,,,,,,,,,Pieter Brueghel II,,,,,Private,,,,Private Collection,,,,,,,,,1604,brueghel_item,brueghel,img/derivatives/simple/18567/thumbnail.jpg,img/derivatives/simple/18567/full.jpg
18568,Procession of the Bride (Unknown),,,Procession of the Bride (Unknown),Painting,"Urban, Common and Peasant Life",Wedding Church Village Burghers Children Peasants Musical_instruments,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1605,brueghel_item,brueghel,img/derivatives/simple/18568/thumbnail.jpg,img/derivatives/simple/18568/full.jpg
18569,"Procession of the Groom (Christie's,  London, 1990)",,,"Procession of the Groom (Christie&apos;s,  London, 1990)",Painting,"Urban, Common and Peasant Life",Wedding Sheep Church Village Burghers Peasants Musical_instruments,,50.7,66.3,,,Panel,,,,,Stamped with the clover mark of Maker Michael Claessens II,,,,,,,,,,,,,,,Private,,,,Private Collection,,,,,,,,,1606,brueghel_item,brueghel,img/derivatives/simple/18569/thumbnail.jpg,img/derivatives/simple/18569/full.jpg
18570,"Tazza with Wreath of Flowers and Box of Jewels and Coins (Christie's, London)",,,"Tazza with Wreath of Flowers and Box of Jewels and Coins (Christie&apos;s, London)",Painting,Flower Still-Life & Nature Study,Box Tazza Coins Flowers Jewels,,48.4,67,,,,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,"M.-L. Hairs, Les Pentres flamands de fleurs au XVIIe siecle, Brussels, 1965, p. 364, as attributed to Jan Brueghel I ; K. Ertz, Jan Brueghel der Altere, Freren, 1979, pp. 300-1 and 614, no. 338 and fig. 375, as Jan Brueghel I (?) ; M.-L. Hairs, Les Pentres flamands de fleurs au XVIIe siecle, Brussels, 1985, II, p. 14, as attributed to Jan Brueghel I.",,,,,,,1607,brueghel_item,brueghel,img/derivatives/simple/18570/thumbnail.jpg,img/derivatives/simple/18570/full.jpg
18571,"The Madonna and Child in a Garland of Flowers (Amsterdam, Douwes Fine Art)",,,"The Madonna and Child in a Garland of Flowers (Amsterdam, Douwes Fine Art)",Painting,Garland,Christ Holy_family Virgin_Mary Flowers Garland,ca. 1630-ca. 1632,60.5,49.5,,,Panel,,,,,,Hendrick van Balen (1575-1632),,,,,,,,,Jan Brueghel II (ertz),,,,,Private,,,,"Amsterdam, Douwes Fine Art, cat. 1987/88",,"Sale, London (Christie&apos;s), 1-12-1978, nr. 107, met afb., as J. Brueghel I en H.v.Balen ; Sale, London (Christie&apos;s), 10-4-1981, nr. 9, met afb. as J. Brueghel I of II en H.van Balen ; Sale, Zurich (K), 25/26-5-1984, nr. 5065, met afb. in kleur as J. Brueghel II ; Dealer, Gebr. Douwes, Amsterdam 1987/88 (Tableau IX, nr.4, febr. 1987 blz. 92, met afb. in kleur (links), getoond op Pictura, Maastricht, mrt. 1987, mrt. 1988, afb. in kleur in brochure 1987, als J. Brueghel II en H. van Balen",,,,,,,1608,brueghel_item,brueghel,img/derivatives/simple/18571/thumbnail.jpg,img/derivatives/simple/18571/full.jpg
18572,Wedding Celebration in a Barn (Philadelphia),,,Wedding Celebration in a Barn (Philadelphia),Painting,"Urban, Common and Peasant Life",Dancing Wedding Peasants Musical_instruments,,80.3,106.4,,,Panel,,,,,,,,,,,,,,,Pieter Brueghel II,,,,,Public,United States,"Philadelphia, PA",Philadelphia Museum of Art,"John G. Johnson Collection, inv. no. cat. 420",,,,,,,,,1609,brueghel_item,brueghel,img/derivatives/simple/18572/thumbnail.jpg,img/derivatives/simple/18572/full.jpg
18573,"Floral Still Life (Tazza, Wreath, and Painted Vase)",,,"Floral Still Life (Tazza, Wreath, and Painted Vase)",Painting,Flower Still-Life & Nature Study,,ca. 1620,66,90,,,,,,,,,,,,,,,,,,Jan Brueghel II (ertz),,,,,Private,,,,"Duisburg, Germany, Henle, 1976",,"Ertz 1979, S. 532, Anm. 395 (as Jan II)",,,,,,,1610,brueghel_item,brueghel,img/derivatives/simple/18573/thumbnail.jpg,img/derivatives/simple/18573/full.jpg
18577,Allegory of Fire,,,Allegory of Fire,Painting,Allegory,,,46,83,,,,,,,,,,,,,,,,,,Jan Brueghel II (ertz),,,,,Public,,,,,,,,,,,,,1611,brueghel_item,brueghel,img/derivatives/simple/18577/thumbnail.jpg,img/derivatives/simple/18577/full.jpg
18578,"Allegory of Fire: Venus in the Forge of Vulcan (London, Phillips, 1992)",,,"Allegory of Fire: Venus in the Forge of Vulcan (London, Phillips, 1992)",Painting,Allegory,Cosmology Elements Encyclopedic Forge Ruins Nude Landscape Armor,ca. 1630,54,94,,,Panel,,,,,,,,,,,,,,,Jan Brueghel II (ertz),,,,,Public,,,,,,"K. Ertz, &quot;Jan Breughel, the younger (1601-1678), The Paintings with Oeuvre Catalogue&quot;, Vol. I, Freren, 1983, No. 261. p. 422",,,,,,,1612,brueghel_item,brueghel,img/derivatives/simple/18578/thumbnail.jpg,img/derivatives/simple/18578/full.jpg
18579,"Allegory of Fire: Venus in the Forge of Vulcan (London, Sotheby's)",,,"Allegory of Fire: Venus in the Forge of Vulcan (London, Sotheby&apos;s)",Painting,Allegory,Cosmology Elements Encyclopedic Forge Ruins Volcano Nude Landscape Armor,,54.6,72.4,,,Copper,,,,,,,,,,,,,,,,,,,,Unknown/Not Applicable,,,,,,,,,,,,,1613,brueghel_item,brueghel,img/derivatives/simple/18579/thumbnail.jpg,img/derivatives/simple/18579/full.jpg
18580,Allegory of the Elements,,,Allegory of the Elements,Painting,Allegory,,,,,,,,,,,,,,,,,,,,,,Jan Brueghel II (ertz),,,,,Private,,,,"Brussels, Belgium, Slg. Baron de Coppée",,,,,,,,,1614,brueghel_item,brueghel,img/derivatives/simple/18580/thumbnail.jpg,img/derivatives/simple/18580/full.jpg
18581,Venus in Vulcan's Forge (Sanssouci),,,Venus in Vulcan&apos;s Forge (Sanssouci),Painting,Allegory,,late 1620s,61.5,94,,,Panel,,,,,,Hendrick van Balen (1575-1632),,,,,,,,,Jan Brueghel II (ertz),,,,,Public,Germany,Potsdam,Prussian Palaces and Gardens Foundation Berlin-Brandenburg,Schloss Sanssouci,,"Slg. Kat. Potsdam 1961, Nr. 13 (as Jan II and Hendrik van Balen)",,,,,,,1615,brueghel_item,brueghel,img/derivatives/simple/18581/thumbnail.jpg,img/derivatives/simple/18581/full.jpg
18591,"Adoration of the Magi (Braunschweig, Herzog Anton Ulrich-Museum)",,,"Adoration of the Magi (Braunschweig, Herzog Anton Ulrich-Museum)",Painting,,,,27,36,,,,,,,,,,,,,,,,,,,,,,,Public,Germany,Braunschweig,Herzog Anton Ulrich Museum,,,,,,,,,,1619,brueghel_item,brueghel,img/derivatives/simple/18591/thumbnail.jpg,img/derivatives/simple/18591/full.jpg
18592,Adoration of the Magi (Brussels),,,Adoration of the Magi (Brussels),Painting,,,,124.5,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620,brueghel_item,brueghel,img/derivatives/simple/18592/thumbnail.jpg,img/derivatives/simple/18592/full.jpg
18595,Adoration of the Magi (Unknown Location 2),,,Adoration of the Magi (Unknown Location 2),,,,,115,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1621,brueghel_item,brueghel,img/derivatives/simple/18595/thumbnail.jpg,img/derivatives/simple/18595/full.jpg
18596,Adoration of the Magi (Unknown Location 1),,,Adoration of the Magi (Unknown Location 1),,,,,124.5,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1622,brueghel_item,brueghel,img/derivatives/simple/18596/thumbnail.jpg,img/derivatives/simple/18596/full.jpg
18597,"Allegory of Fire (London, Christie's, 1926)",,,"Allegory of Fire (London, Christie&apos;s, 1926)",,,,,55.9,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,8452,,,,,,,,1623,brueghel_item,brueghel,img/derivatives/simple/18597/thumbnail.jpg,img/derivatives/simple/18597/full.jpg
18598,Venus at the Forge of Vulcan (Worcester),,,Venus at the Forge of Vulcan (Worcester),Painting,,,,55.2,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,8461,,,,,,,,1624,brueghel_item,brueghel,img/derivatives/simple/18598/thumbnail.jpg,img/derivatives/simple/18598/full.jpg
18600,The Birds' Concert Party,,,The Birds&apos; Concert Party,Painting,Allegory,Senses Birds Parrot,,42,59,,,,,,,,,,,,,,,,,,,,,,,Public,Germany,Berlin,"Gemäldegalerie, Staatliche Museen zu Berlin",,,,,,,,,,1625,brueghel_item,brueghel,img/derivatives/simple/18600/thumbnail.jpg,img/derivatives/simple/18600/full.jpg
18601,Landscape of Paradise with the Creation of Eve,,,Landscape of Paradise with the Creation of Eve,Painting,Religious,Birds Horse Lion Nude Old_Testament Paradise,,28.8,36.7,,,,,,,,,,,,,,,,,,,,,,,Private,,,,Inv. #1097,,,,,,,,,1626,brueghel_item,brueghel,img/derivatives/simple/18601/thumbnail.jpg,img/derivatives/simple/18601/full.jpg
18602,Paradise with the Fall of Man (The Hague),,,Paradise with the Fall of Man (The Hague),Painting,Religious,Birds Lion Old_Testament Paradise,ca. 1630,12.7,19.6,,,,,,,,,,,,,,,,,,,,,,,Public,Netherlands,The Hague,Mauritshuis,ID. 236,,,,,,,,,1627,brueghel_item,brueghel,img/derivatives/simple/18602/thumbnail.jpg,img/derivatives/simple/18602/full.jpg
18603,Garden of Eden with Creation of Eve,,,Garden of Eden with Creation of Eve,Painting,Religious,Horse Lion Parrot Nude Old_Testament Paradise,After,50,81,,,,,,,,,,,,,,,,,,,,,,,Public,,Germany,Pommersfelden,Schloss Weissenstein,,,,,,,,,1628,brueghel_item,brueghel,img/derivatives/simple/18603/thumbnail.jpg,img/derivatives/simple/18603/full.jpg
18604,Orpheus and the Beasts (Galleria Borghese),,,Orpheus and the Beasts (Galleria Borghese),Painting,Religious,Horse Lion Paradise,ca. 1594,55,69,,,,,,,,,,,,,,,,,,,,,,,Public,,Italy,Rome,Galleria Borghese,,,,,,,,,1629,brueghel_item,brueghel,img/derivatives/simple/18604/thumbnail.jpg,img/derivatives/simple/18604/full.jpg
