"pid","object_id","file_type_category","file_type","file_notes","file_description","original_format","research_date","researchers","equipment_used","file_location","fullwidth","thumbnail","order","collection"
605,"3378","Normal Light Images","Extra Image",,"Mountain Landscape with a Hermit Reading in front of Ruins (St. Anthony) - Extra 1",,,,,,"img/derivatives/simple/605/fullwidth.jpg","img/derivatives/simple/605/thumbnail.jpg",,"curatorial_files"
606,"3400","Normal Light Images","Detail",,"Orpheus Sings for Pluto and Proserpina (London) - Detail 1",,,,,,"img/derivatives/simple/606/fullwidth.jpg","img/derivatives/simple/606/thumbnail.jpg",,"curatorial_files"
607,"3400","Normal Light Images","Detail",,"Orpheus Sings for Pluto and Proserpina (London) - Detail 2",,,,,,"img/derivatives/simple/607/fullwidth.jpg","img/derivatives/simple/607/thumbnail.jpg",,"curatorial_files"
608,"3400","Normal Light Images","Detail",,"Orpheus Sings for Pluto and Proserpina (London) - Detail 3",,,,,,"img/derivatives/simple/608/fullwidth.jpg","img/derivatives/simple/608/thumbnail.jpg",,"curatorial_files"
609,"3400","Normal Light Images","Detail",,"Orpheus Sings for Pluto and Proserpina (London) - Detail 4",,,,,,"img/derivatives/simple/609/fullwidth.jpg","img/derivatives/simple/609/thumbnail.jpg",,"curatorial_files"
610,"3444","Normal Light Images","Detail",,"Preaching of John the Baptist (Munich) - Detail 1",,,,,,"img/derivatives/simple/610/fullwidth.jpg","img/derivatives/simple/610/thumbnail.jpg",,"curatorial_files"
611,"3444","Normal Light Images","Detail",,"Preaching of John the Baptist (Munich) - Detail 2",,,,,,"img/derivatives/simple/611/fullwidth.jpg","img/derivatives/simple/611/thumbnail.jpg",,"curatorial_files"
612,"3444","Normal Light Images","Detail",,"Preaching of John the Baptist (Munich) - Detail 3",,,,,,"img/derivatives/simple/612/fullwidth.jpg","img/derivatives/simple/612/thumbnail.jpg",,"curatorial_files"
613,"3491","Normal Light Images","Detail",,"River Landscape with Travelers on a Road (Munich) - Detail 1",,,,,,"img/derivatives/simple/613/fullwidth.jpg","img/derivatives/simple/613/thumbnail.jpg",,"curatorial_files"
614,"3498","Normal Light Images","Detail",,"Riverside Village with Landing Stage - Detail 1",,,,,,"img/derivatives/simple/614/fullwidth.jpg","img/derivatives/simple/614/thumbnail.jpg",,"curatorial_files"
615,"3498","Normal Light Images","Detail",,"Riverside Village with Landing Stage - Detail 2",,,,,,"img/derivatives/simple/615/fullwidth.jpg","img/derivatives/simple/615/thumbnail.jpg",,"curatorial_files"
616,"3498","Normal Light Images","Detail",,"Riverside Village with Landing Stage - Detail 3",,,,,,"img/derivatives/simple/616/fullwidth.jpg","img/derivatives/simple/616/thumbnail.jpg",,"curatorial_files"
617,"3506","Normal Light Images","Extra Image",,"Road through a Wood - Extra 1",,,,,,"img/derivatives/simple/617/fullwidth.jpg","img/derivatives/simple/617/thumbnail.jpg",,"curatorial_files"
618,"3506","Normal Light Images","Detail",,"Road through a Wood - Detail 1",,,,,,"img/derivatives/simple/618/fullwidth.jpg","img/derivatives/simple/618/thumbnail.jpg",,"curatorial_files"
619,"3517","Normal Light Images","Detail",,"Roadway by a Stream - Detail 1",,,,,,"img/derivatives/simple/619/fullwidth.jpg","img/derivatives/simple/619/thumbnail.jpg",,"curatorial_files"
620,"3517","Normal Light Images","Detail",,"Roadway by a Stream - Detail 2",,,,,,"img/derivatives/simple/620/fullwidth.jpg","img/derivatives/simple/620/thumbnail.jpg",,"curatorial_files"
621,"3528","Normal Light Images","Detail",,"Roman Carnival: Allegory of Winter - Detail 1",,,,,,"img/derivatives/simple/621/fullwidth.jpg","img/derivatives/simple/621/thumbnail.jpg",,"curatorial_files"
622,"3542","Normal Light Images","Detail",,"Sea Harbor with Preaching of Christ (Munich) - Detail 1",,,,,,"img/derivatives/simple/622/fullwidth.jpg","img/derivatives/simple/622/thumbnail.jpg",,"curatorial_files"
623,"3542","Normal Light Images","Detail",,"Sea Harbor with Preaching of Christ (Munich) - Detail 2",,,,,,"img/derivatives/simple/623/fullwidth.jpg","img/derivatives/simple/623/thumbnail.jpg",,"curatorial_files"
624,"3542","Normal Light Images","Detail",,"Sea Harbor with Preaching of Christ (Munich) - Detail 3",,,,,,"img/derivatives/simple/624/fullwidth.jpg","img/derivatives/simple/624/thumbnail.jpg",,"curatorial_files"
625,"3542","Normal Light Images","Detail",,"Sea Harbor with Preaching of Christ (Munich) - Detail 4",,,,,,"img/derivatives/simple/625/fullwidth.jpg","img/derivatives/simple/625/thumbnail.jpg",,"curatorial_files"
626,"3555","Normal Light Images","Detail",,"Sloth: Laborers Asleep in the Fields - Detail 1",,,,,,"img/derivatives/simple/626/fullwidth.jpg","img/derivatives/simple/626/thumbnail.jpg",,"curatorial_files"
627,"3555","Normal Light Images","Detail",,"Sloth: Laborers Asleep in the Fields - Detail 2",,,,,,"img/derivatives/simple/627/fullwidth.jpg","img/derivatives/simple/627/thumbnail.jpg",,"curatorial_files"
628,"3850","Normal Light Images","Detail",,"Storm at Sea with Shipwreck - Detail 1",,,,,,"img/derivatives/simple/628/fullwidth.jpg","img/derivatives/simple/628/thumbnail.jpg",,"curatorial_files"
629,"3850","Normal Light Images","Detail",,"Storm at Sea with Shipwreck - Detail 2",,,,,,"img/derivatives/simple/629/fullwidth.jpg","img/derivatives/simple/629/thumbnail.jpg",,"curatorial_files"
630,"3850","Normal Light Images","Detail",,"Storm at Sea with Shipwreck - Detail 3",,,,,,"img/derivatives/simple/630/fullwidth.jpg","img/derivatives/simple/630/thumbnail.jpg",,"curatorial_files"
631,"3850","Normal Light Images","Detail",,"Storm at Sea with Shipwreck - Detail 4",,,,,,"img/derivatives/simple/631/fullwidth.jpg","img/derivatives/simple/631/thumbnail.jpg",,"curatorial_files"
632,"3577","Normal Light Images","Reverse","Verso: “Light Sketch of Two Figures and a Man on Horseback”","Verso of ""Studies of Figures, Two Dogs and a Fish.""",,,,,,"img/derivatives/simple/632/fullwidth.jpg","img/derivatives/simple/632/thumbnail.jpg",,"curatorial_files"
633,"3585","Written Documents","Catalog Card","Catalog Card from Museum Plantin-Moretus","Study of Three Seated Figures - Catalog Card from Museum Plantin-Moretus",,,,,,"img/derivatives/simple/633/fullwidth.jpg","img/derivatives/simple/633/thumbnail.jpg",,"curatorial_files"
635,"3604","Normal Light Images","Detail",,"Temptation of St. Anthony (Munich) - Detail 1",,,,,,"img/derivatives/simple/635/fullwidth.jpg","img/derivatives/simple/635/thumbnail.jpg",,"curatorial_files"
636,"3604","Normal Light Images","Detail",,"Temptation of St. Anthony (Munich) - Detail 2",,,,,,"img/derivatives/simple/636/fullwidth.jpg","img/derivatives/simple/636/thumbnail.jpg",,"curatorial_files"
637,"3619","Normal Light Images","Detail",,"The Continence of Scipio - Detail 1",,,,,,"img/derivatives/simple/637/fullwidth.jpg","img/derivatives/simple/637/thumbnail.jpg",,"curatorial_files"
638,"3619","Normal Light Images","Detail",,"The Continence of Scipio - Detail 2",,,,,,"img/derivatives/simple/638/fullwidth.jpg","img/derivatives/simple/638/thumbnail.jpg",,"curatorial_files"
639,"3619","Normal Light Images","Detail",,"The Continence of Scipio - Detail 3",,,,,,"img/derivatives/simple/639/fullwidth.jpg","img/derivatives/simple/639/thumbnail.jpg",,"curatorial_files"
640,"3619","Normal Light Images","Related Materials","(Possibly) Related drawing","(Possibly) Related drawing",,,,,,"img/derivatives/simple/640/fullwidth.jpg","img/derivatives/simple/640/thumbnail.jpg",,"curatorial_files"
641,"3632","Normal Light Images","Detail",,"The Prophecy of Isaiah (Munich) - Detail 1",,,,,,"img/derivatives/simple/641/fullwidth.jpg","img/derivatives/simple/641/thumbnail.jpg",,"curatorial_files"
642,"3632","Normal Light Images","Detail",,"The Prophecy of Isaiah (Munich) - Detail 2",,,,,,"img/derivatives/simple/642/fullwidth.jpg","img/derivatives/simple/642/thumbnail.jpg",,"curatorial_files"
643,"3633","Normal Light Images","Detail",,"The Raid (Aschaffenburg) - Detail 1",,,,,,"img/derivatives/simple/643/fullwidth.jpg","img/derivatives/simple/643/thumbnail.jpg",,"curatorial_files"
644,"3633","Normal Light Images","Detail",,"The Raid (Aschaffenburg) - Detail 2",,,,,,"img/derivatives/simple/644/fullwidth.jpg","img/derivatives/simple/644/thumbnail.jpg",,"curatorial_files"
645,"3633","Normal Light Images","Detail",,"The Raid (Aschaffenburg) - Detail 3",,,,,,"img/derivatives/simple/645/fullwidth.jpg","img/derivatives/simple/645/thumbnail.jpg",,"curatorial_files"
646,"3633","Normal Light Images","Detail",,"The Raid (Aschaffenburg) - Detail 4",,,,,,"img/derivatives/simple/646/fullwidth.jpg","img/derivatives/simple/646/thumbnail.jpg",,"curatorial_files"
647,"3672","Normal Light Images","Detail","Contour lines around van Balen's figures","Triumph of Bacchus - Detail 1",,,,,,"img/derivatives/simple/647/fullwidth.jpg","img/derivatives/simple/647/thumbnail.jpg",,"curatorial_files"
648,"3672","Normal Light Images","Detail",,"Triumph of Bacchus - Detail 2",,,,,,"img/derivatives/simple/648/fullwidth.jpg","img/derivatives/simple/648/thumbnail.jpg",,"curatorial_files"
649,"3672","Normal Light Images","Detail",,"Triumph of Bacchus - Detail 3",,,,,,"img/derivatives/simple/649/fullwidth.jpg","img/derivatives/simple/649/thumbnail.jpg",,"curatorial_files"
650,"3685","Normal Light Images","Detail",,"Venus and Mars - Detail 1",,,,,,"img/derivatives/simple/650/fullwidth.jpg","img/derivatives/simple/650/thumbnail.jpg",,"curatorial_files"
651,"3866","Normal Light Images","Detail",,"View over a Broad River Valley with Gypsies - Detail 1",,,,,,"img/derivatives/simple/651/fullwidth.jpg","img/derivatives/simple/651/thumbnail.jpg",,"curatorial_files"
652,"3866","Normal Light Images","Detail",,"View over a Broad River Valley with Gypsies - Detail 2",,,,,,"img/derivatives/simple/652/fullwidth.jpg","img/derivatives/simple/652/thumbnail.jpg",,"curatorial_files"
653,"3866","Normal Light Images","Detail",,"View over a Broad River Valley with Gypsies - Detail 3",,,,,,"img/derivatives/simple/653/fullwidth.jpg","img/derivatives/simple/653/thumbnail.jpg",,"curatorial_files"
654,"3706","Written Documents","Catalog Card","Catalog Card from Museum Plantin-Moretus","Village Alongside a River - Catalog Card from Museum Plantin-Moretus",,,,,,"img/derivatives/simple/654/fullwidth.jpg","img/derivatives/simple/654/thumbnail.jpg",,"curatorial_files"
655,"3869","Normal Light Images","Detail",,"Village Landscape with Dancers, Ballad Singers, and Possible Self Portrait - Detail 1",,,,,,"img/derivatives/simple/655/fullwidth.jpg","img/derivatives/simple/655/thumbnail.jpg",,"curatorial_files"
656,"3869","Normal Light Images","Detail",,"Village Landscape with Dancers, Ballad Singers, and Possible Self Portrait - Detail 2",,,,,,"img/derivatives/simple/656/fullwidth.jpg","img/derivatives/simple/656/thumbnail.jpg",,"curatorial_files"
657,"3869","Normal Light Images","Detail",,"Village Landscape with Dancers, Ballad Singers, and Possible Self Portrait - Detail 3",,,,,,"img/derivatives/simple/657/fullwidth.jpg","img/derivatives/simple/657/thumbnail.jpg",,"curatorial_files"
658,"3869","Normal Light Images","Detail",,"Village Landscape with Dancers, Ballad Singers, and Possible Self Portrait - Detail 4",,,,,,"img/derivatives/simple/658/fullwidth.jpg","img/derivatives/simple/658/thumbnail.jpg",,"curatorial_files"
659,"3869","Normal Light Images","Detail",,"Village Landscape with Dancers, Ballad Singers, and Possible Self Portrait - Detail 5",,,,,,"img/derivatives/simple/659/fullwidth.jpg","img/derivatives/simple/659/thumbnail.jpg",,"curatorial_files"
660,"3725","Written Documents","Catalog Card","Catalog Card from Museum Plantin-Moretus","Village Square - Catalog Card from Museum Plantin-Moretus",,,,,,"img/derivatives/simple/660/fullwidth.jpg","img/derivatives/simple/660/thumbnail.jpg",,"curatorial_files"
661,"3726","Normal Light Images","Detail",,"Village Street - Detail 1",,,,,,"img/derivatives/simple/661/fullwidth.jpg","img/derivatives/simple/661/thumbnail.jpg",,"curatorial_files"
662,"3726","Normal Light Images","Detail",,"Village Street - Detail 2",,,,,,"img/derivatives/simple/662/fullwidth.jpg","img/derivatives/simple/662/thumbnail.jpg",,"curatorial_files"
663,"3757","Normal Light Images","Detail",,"Wide Landscape with Wagons - Detail 1",,,,,,"img/derivatives/simple/663/fullwidth.jpg","img/derivatives/simple/663/thumbnail.jpg",,"curatorial_files"
664,"3757","Normal Light Images","Detail",,"Wide Landscape with Wagons - Detail 2",,,,,,"img/derivatives/simple/664/fullwidth.jpg","img/derivatives/simple/664/thumbnail.jpg",,"curatorial_files"
665,"3757","Normal Light Images","Detail",,"Wide Landscape with Wagons - Detail 3",,,,,,"img/derivatives/simple/665/fullwidth.jpg","img/derivatives/simple/665/thumbnail.jpg",,"curatorial_files"
666,"3766","Normal Light Images","Detail",,"Windmill in a River Landscape - Detail 1",,,,,,"img/derivatives/simple/666/fullwidth.jpg","img/derivatives/simple/666/thumbnail.jpg",,"curatorial_files"
667,"3766","Normal Light Images","Detail",,"Windmill in a River Landscape - Detail 2",,,,,,"img/derivatives/simple/667/fullwidth.jpg","img/derivatives/simple/667/thumbnail.jpg",,"curatorial_files"
668,"3766","Normal Light Images","Detail",,"Windmill in a River Landscape - Detail 3",,,,,,"img/derivatives/simple/668/fullwidth.jpg","img/derivatives/simple/668/thumbnail.jpg",,"curatorial_files"
670,"3777","Normal Light Images","Framed Image",,"Wooded Landscape with Duck Hunter - Framed",,,,,,"img/derivatives/simple/670/fullwidth.jpg","img/derivatives/simple/670/thumbnail.jpg",,"curatorial_files"
671,"3777","Normal Light Images","Detail",,"Wooded Landscape with Duck Hunter - Detail 1",,,,,,"img/derivatives/simple/671/fullwidth.jpg","img/derivatives/simple/671/thumbnail.jpg",,"curatorial_files"
672,"3781","Written Documents","Catalog Card","Catalog Card from Museum Plantin-Moretus","Wooded Landscape with Wagon - Catalog Card from Museum Plantin-Moretus",,,,,,"img/derivatives/simple/672/fullwidth.jpg","img/derivatives/simple/672/thumbnail.jpg",,"curatorial_files"
673,"3783","Normal Light Images","Detail",,"Woodland Landscape with Travelers on a Path - Detail 1",,,,,,"img/derivatives/simple/673/fullwidth.jpg","img/derivatives/simple/673/thumbnail.jpg",,"curatorial_files"
674,"3783","Normal Light Images","Detail",,"Woodland Landscape with Travelers on a Path - Detail 2",,,,,,"img/derivatives/simple/674/fullwidth.jpg","img/derivatives/simple/674/thumbnail.jpg",,"curatorial_files"
675,"3783","Normal Light Images","Detail",,"Woodland Landscape with Travelers on a Path - Detail 3",,,,,,"img/derivatives/simple/675/fullwidth.jpg","img/derivatives/simple/675/thumbnail.jpg",,"curatorial_files"
676,"3783","Normal Light Images","Detail",,"Woodland Landscape with Travelers on a Path - Detail 4",,,,,,"img/derivatives/simple/676/fullwidth.jpg","img/derivatives/simple/676/thumbnail.jpg",,"curatorial_files"
678,"3157","Normal Light Images","Related Materials","Flower Chart","Flower Chart",,,,,,"img/derivatives/simple/678/fullwidth.jpg","img/derivatives/simple/678/thumbnail.jpg",,"curatorial_files"
682,"3780","Normal Light Images","Extra Image","Black and white image","Black and white",,,,,,"img/derivatives/simple/682/fullwidth.jpg","img/derivatives/simple/682/thumbnail.jpg",,"curatorial_files"
683,"3518","Normal Light Images","Detail","From the RKD",,,,,,,"img/derivatives/simple/683/fullwidth.jpg","img/derivatives/simple/683/thumbnail.jpg",,"curatorial_files"
734,"5550","Normal Light Images","Framed Image",,"Framed",,,,,,"img/derivatives/simple/734/fullwidth.jpg","img/derivatives/simple/734/thumbnail.jpg",,"curatorial_files"
735,"5550","Normal Light Images","Reverse",,"Reverse",,,,,,"img/derivatives/simple/735/fullwidth.jpg","img/derivatives/simple/735/thumbnail.jpg",,"curatorial_files"
736,"3004","Normal Light Images","Framed Image",,"Framed",,,,,,"img/derivatives/simple/736/fullwidth.jpg","img/derivatives/simple/736/thumbnail.jpg",,"curatorial_files"
768,"3048","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/768/fullwidth.jpg","img/derivatives/simple/768/thumbnail.jpg",,"curatorial_files"
6530,"9648","Normal Light Images","Extra Image","Black and white image","Black and white image",,,,,,"img/derivatives/simple/6530/fullwidth.jpg","img/derivatives/simple/6530/thumbnail.jpg",,"curatorial_files"
6531,"9708","Normal Light Images","Reverse","Verso: “Studies of Foliage with Fruits and Berries”","Verso of ""Study of a Tree Trunk and Foliage""",,,,,,"img/derivatives/simple/6531/fullwidth.jpg","img/derivatives/simple/6531/thumbnail.jpg",,"curatorial_files"
7272,"9723","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7272/fullwidth.jpg","img/derivatives/simple/7272/thumbnail.jpg",,"curatorial_files"
7273,"2945","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7273/fullwidth.jpg","img/derivatives/simple/7273/thumbnail.jpg",,"curatorial_files"
7274,"9787","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7274/fullwidth.jpg","img/derivatives/simple/7274/thumbnail.jpg",,"curatorial_files"
7275,"2979","Normal Light Images","Extra Image",,"Extra image",,,,,,"img/derivatives/simple/7275/fullwidth.jpg","img/derivatives/simple/7275/thumbnail.jpg",,"curatorial_files"
7276,"3257","Normal Light Images","Detail","Harbor Scene Watermark",,,,,,,"img/derivatives/simple/7276/fullwidth.jpg","img/derivatives/simple/7276/thumbnail.jpg",,"curatorial_files"
7277,"9813","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7277/fullwidth.jpg","img/derivatives/simple/7277/thumbnail.jpg",,"curatorial_files"
7278,"9809","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7278/fullwidth.jpg","img/derivatives/simple/7278/thumbnail.jpg",,"curatorial_files"
7279,"9824","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7279/fullwidth.jpg","img/derivatives/simple/7279/thumbnail.jpg",,"curatorial_files"
7280,"9687","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7280/fullwidth.jpg","img/derivatives/simple/7280/thumbnail.jpg",,"curatorial_files"
7281,"9687","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7281/fullwidth.jpg","img/derivatives/simple/7281/thumbnail.jpg",,"curatorial_files"
7282,"9742","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7282/fullwidth.jpg","img/derivatives/simple/7282/thumbnail.jpg",,"curatorial_files"
7283,"9669","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7283/fullwidth.jpg","img/derivatives/simple/7283/thumbnail.jpg",,"curatorial_files"
7284,"9724","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7284/fullwidth.jpg","img/derivatives/simple/7284/thumbnail.jpg",,"curatorial_files"
7285,"3550","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7285/fullwidth.jpg","img/derivatives/simple/7285/thumbnail.jpg",,"curatorial_files"
7286,"9696","Normal Light Images","Reverse",,,,,,,,"img/derivatives/simple/7286/fullwidth.jpg","img/derivatives/simple/7286/thumbnail.jpg",,"curatorial_files"
7287,"9633","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7287/fullwidth.jpg","img/derivatives/simple/7287/thumbnail.jpg",,"curatorial_files"
7288,"9820","Normal Light Images","Reverse",,,,,,,,"img/derivatives/simple/7288/fullwidth.jpg","img/derivatives/simple/7288/thumbnail.jpg",,"curatorial_files"
7289,"3592","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7289/fullwidth.jpg","img/derivatives/simple/7289/thumbnail.jpg",,"curatorial_files"
7290,"9825","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7290/fullwidth.jpg","img/derivatives/simple/7290/thumbnail.jpg",,"curatorial_files"
7291,"9759","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7291/fullwidth.jpg","img/derivatives/simple/7291/thumbnail.jpg",,"curatorial_files"
7292,"9818","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7292/fullwidth.jpg","img/derivatives/simple/7292/thumbnail.jpg",,"curatorial_files"
7293,"3741","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7293/fullwidth.jpg","img/derivatives/simple/7293/thumbnail.jpg",,"curatorial_files"
7295,"9695","Normal Light Images","Reverse",,,,,,,,"img/derivatives/simple/7295/fullwidth.jpg","img/derivatives/simple/7295/thumbnail.jpg",,"curatorial_files"
7296,"3767","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7296/fullwidth.jpg","img/derivatives/simple/7296/thumbnail.jpg",,"curatorial_files"
7297,"3767","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7297/fullwidth.jpg","img/derivatives/simple/7297/thumbnail.jpg",,"curatorial_files"
7298,"9637","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7298/fullwidth.jpg","img/derivatives/simple/7298/thumbnail.jpg",,"curatorial_files"
7299,"9637","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7299/fullwidth.jpg","img/derivatives/simple/7299/thumbnail.jpg",,"curatorial_files"
7300,"9691","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7300/fullwidth.jpg","img/derivatives/simple/7300/thumbnail.jpg",,"curatorial_files"
7309,"9804","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7309/fullwidth.jpg","img/derivatives/simple/7309/thumbnail.jpg",,"curatorial_files"
7321,"3394","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7321/fullwidth.jpg","img/derivatives/simple/7321/thumbnail.jpg",,"curatorial_files"
7330,"9646","Normal Light Images","Extra Image","Black and white image","Black and white",,,,,,"img/derivatives/simple/7330/fullwidth.jpg","img/derivatives/simple/7330/thumbnail.jpg",,"curatorial_files"
7331,"3110","Normal Light Images","Extra Image","Black and white image","Black and white",,,,,,"img/derivatives/simple/7331/fullwidth.jpg","img/derivatives/simple/7331/thumbnail.jpg",,"curatorial_files"
7332,"3589","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7332/fullwidth.jpg","img/derivatives/simple/7332/thumbnail.jpg",,"curatorial_files"
7333,"9802","Normal Light Images","Extra Image","From Sotheby's",,,,,,,"img/derivatives/simple/7333/fullwidth.jpg","img/derivatives/simple/7333/thumbnail.jpg",,"curatorial_files"
7334,"3689","Normal Light Images","Extra Image",,,,,,,,"img/derivatives/simple/7334/fullwidth.jpg","img/derivatives/simple/7334/thumbnail.jpg",,"curatorial_files"
7349,"2971","Normal Light Images","Framed Image",,"Battle of the Amazons - Framed",,,,,,"img/derivatives/simple/7349/fullwidth.jpg","img/derivatives/simple/7349/thumbnail.jpg",,"curatorial_files"
7350,"2971","Normal Light Images","Detail",,"Battle of the Amazons - Detail 1",,,,,,"img/derivatives/simple/7350/fullwidth.jpg","img/derivatives/simple/7350/thumbnail.jpg",,"curatorial_files"
7351,"2971","Normal Light Images","Detail",,"Battle of the Amazons - Detail 2",,,,,,"img/derivatives/simple/7351/fullwidth.jpg","img/derivatives/simple/7351/thumbnail.jpg",,"curatorial_files"
7352,"2971","Normal Light Images","Detail",,"Battle of the Amazons - Detail 3",,,,,,"img/derivatives/simple/7352/fullwidth.jpg","img/derivatives/simple/7352/thumbnail.jpg",,"curatorial_files"
7353,"2971","Normal Light Images","Detail",,"Battle of the Amazons - Detail 4",,,,,,"img/derivatives/simple/7353/fullwidth.jpg","img/derivatives/simple/7353/thumbnail.jpg",,"curatorial_files"
7354,"3402","Normal Light Images","Framed Image",,,,,,,,"img/derivatives/simple/7354/fullwidth.jpg","img/derivatives/simple/7354/thumbnail.jpg",,"curatorial_files"
8206,"10199","Normal Light Images","Detail",,"Travelers in a Mountain Landscape - Detail",,,,,,"img/derivatives/simple/8206/fullwidth.jpg","img/derivatives/simple/8206/thumbnail.jpg",,"curatorial_files"
8207,"10193","Normal Light Images","Detail",,"Passage in the High Mountains - Detail",,,,,,"img/derivatives/simple/8207/fullwidth.jpg","img/derivatives/simple/8207/thumbnail.jpg",,"curatorial_files"
10119,"3014","Normal Light Images","Detail",,"Calvary (Munich) - Detail 2",,,,,,"img/derivatives/simple/10119/fullwidth.jpg","img/derivatives/simple/10119/thumbnail.jpg",,"curatorial_files"
10211,"3284",,,,,,,,,,"img/derivatives/simple/10211/fullwidth.jpg","img/derivatives/simple/10211/thumbnail.jpg",,"curatorial_files"
